Gene stable ID,f1fd4b74-1bd9-4ca1-a437-930df81489c0
ENSG00000155330,1634
ENSG00000155363,3762
ENSG00000155366,18265
ENSG00000155367,846
ENSG00000155368,17392
ENSG00000155380,922
ENSG00000155393,948
ENSG00000155428,0
ENSG00000155438,2486
ENSG00000155463,7365
ENSG00000155465,449
ENSG00000155495,0
ENSG00000155506,6505
ENSG00000155508,3010
ENSG00000155511,0
ENSG00000155530,117
ENSG00000155542,405
ENSG00000155545,1282
ENSG00000155561,1871
ENSG00000155592,319
ENSG00000155621,248
ENSG00000155622,20
ENSG00000155629,327
ENSG00000155636,758
ENSG00000155640,115
ENSG00000155657,130
ENSG00000155659,62
ENSG00000155660,14368
ENSG00000155666,293
ENSG00000155714,0
ENSG00000155719,38
ENSG00000155729,680
ENSG00000155744,1332
ENSG00000155749,65
ENSG00000155754,2
ENSG00000155755,1350
ENSG00000155760,1525
ENSG00000155761,263
ENSG00000155792,1206
ENSG00000155816,4
ENSG00000155827,1886
ENSG00000155833,0
ENSG00000155846,114
ENSG00000155849,601
ENSG00000155850,8465
ENSG00000155858,446
ENSG00000155868,662
ENSG00000155875,36
ENSG00000155876,5247
ENSG00000155886,301
ENSG00000155890,0
ENSG00000155893,1537
ENSG00000155897,0
ENSG00000155903,621
ENSG00000155906,647
ENSG00000155918,17
ENSG00000155926,265
ENSG00000155957,5730
ENSG00000155959,1660
ENSG00000155961,4
ENSG00000155962,166
ENSG00000155966,59
ENSG00000155970,36
ENSG00000155974,432
ENSG00000155975,1315
ENSG00000155980,3
ENSG00000156006,104
ENSG00000156009,0
ENSG00000156011,2152
ENSG00000156017,757
ENSG00000156026,4425
ENSG00000156030,1330
ENSG00000156042,346
ENSG00000156049,179
ENSG00000156050,494
ENSG00000156052,7837
ENSG00000156076,1
ENSG00000156096,137
ENSG00000156097,0
ENSG00000156103,429
ENSG00000156110,1630
ENSG00000156113,528
ENSG00000156127,1366
ENSG00000156136,732
ENSG00000156140,59
ENSG00000156150,0
ENSG00000156162,1440
ENSG00000156170,1012
ENSG00000156171,2331
ENSG00000156172,219
ENSG00000156194,0
ENSG00000156206,12
ENSG00000156218,192
ENSG00000156219,5
ENSG00000156222,7
ENSG00000156232,542
ENSG00000156234,261
ENSG00000156239,887
ENSG00000156253,1674
ENSG00000156256,2512
ENSG00000156261,16407
ENSG00000156265,328
ENSG00000156269,0
ENSG00000156273,1286
ENSG00000156282,0
ENSG00000156284,226
ENSG00000156298,432
ENSG00000156299,640
ENSG00000156304,2665
ENSG00000156313,769
ENSG00000156345,270
ENSG00000156374,326
ENSG00000156381,797
ENSG00000156384,226
ENSG00000156395,50
ENSG00000156398,629
ENSG00000156411,6173
ENSG00000156413,10
ENSG00000156414,15
ENSG00000156427,86
ENSG00000156453,1956
ENSG00000156463,43
ENSG00000156466,16
ENSG00000156467,12752
ENSG00000156469,1023
ENSG00000156471,1617
ENSG00000156475,11
ENSG00000156482,21131
ENSG00000156486,2
ENSG00000156500,66
ENSG00000156502,1740
ENSG00000156504,1451
ENSG00000156508,88880
ENSG00000156509,31
ENSG00000156510,0
ENSG00000156515,7479
ENSG00000156521,1403
ENSG00000156531,2425
ENSG00000156535,1278
ENSG00000156564,67
ENSG00000156574,3
ENSG00000156575,0
ENSG00000156587,4012
ENSG00000156599,5104
ENSG00000156603,709
ENSG00000156639,3907
ENSG00000156642,6869
ENSG00000156650,3051
ENSG00000156671,1606
ENSG00000156675,957
ENSG00000156687,0
ENSG00000156689,6554
ENSG00000156697,840
ENSG00000156709,2452
ENSG00000156711,3780
ENSG00000156735,1424
ENSG00000156738,23
ENSG00000156755,0
ENSG00000156787,845
ENSG00000156795,377
ENSG00000156802,3097
ENSG00000156804,2219
ENSG00000156831,1310
ENSG00000156853,781
ENSG00000156858,3046
ENSG00000156860,7083
ENSG00000156869,81
ENSG00000156873,3264
ENSG00000156875,1472
ENSG00000156876,475
ENSG00000156885,0
ENSG00000156886,11
ENSG00000156920,0
ENSG00000156925,0
ENSG00000156928,1039
ENSG00000156931,1364
ENSG00000156958,354
ENSG00000156959,0
ENSG00000156966,106
ENSG00000156968,3863
ENSG00000156970,560
ENSG00000156973,1878
ENSG00000156976,7688
ENSG00000156983,832
ENSG00000156990,1190
ENSG00000157005,0
ENSG00000157014,1125
ENSG00000157017,20
ENSG00000157020,5909
ENSG00000157021,5
ENSG00000157036,146
ENSG00000157045,1211
ENSG00000157060,0
ENSG00000157064,36
ENSG00000157077,298
ENSG00000157087,1
ENSG00000157093,0
ENSG00000157103,198
ENSG00000157106,3637
ENSG00000157107,1362
ENSG00000157110,4556
ENSG00000157111,24
ENSG00000157119,1
ENSG00000157131,2
ENSG00000157150,169
ENSG00000157152,75
ENSG00000157168,294
ENSG00000157181,3857
ENSG00000157184,948
ENSG00000157191,1880
ENSG00000157193,149
ENSG00000157211,0
ENSG00000157212,804
ENSG00000157214,2615
ENSG00000157216,5679
ENSG00000157219,0
ENSG00000157224,3490
ENSG00000157227,10333
ENSG00000157240,3684
ENSG00000157259,3780
ENSG00000157303,58
ENSG00000157306,36
ENSG00000157315,58
ENSG00000157322,0
ENSG00000157326,557
ENSG00000157330,244
ENSG00000157335,7
ENSG00000157343,49
ENSG00000157349,934
ENSG00000157350,1085
ENSG00000157353,378
ENSG00000157368,96
ENSG00000157379,1208
ENSG00000157388,165
ENSG00000157399,211
ENSG00000157404,392
ENSG00000157423,248
ENSG00000157426,283
ENSG00000157429,240
ENSG00000157445,263
ENSG00000157450,885
ENSG00000157456,1294
ENSG00000157470,235
ENSG00000157483,1664
ENSG00000157500,2368
ENSG00000157502,75
ENSG00000157510,721
ENSG00000157514,7473
ENSG00000157538,2240
ENSG00000157540,6276
ENSG00000157542,8
ENSG00000157551,416
ENSG00000157554,993
ENSG00000157557,2165
ENSG00000157570,1643
ENSG00000157578,933
ENSG00000157593,4586
ENSG00000157600,1793
ENSG00000157601,2271
ENSG00000157613,29655
ENSG00000157617,1502
ENSG00000157625,1946
ENSG00000157637,3015
ENSG00000157653,35
ENSG00000157654,21
ENSG00000157657,1116
ENSG00000157680,125
ENSG00000157693,2827
ENSG00000157703,63
ENSG00000157734,135
ENSG00000157741,1841
ENSG00000157764,1331
ENSG00000157765,34
ENSG00000157766,507
ENSG00000157778,3480
ENSG00000157782,17
ENSG00000157796,543
ENSG00000157800,2252
ENSG00000157823,714
ENSG00000157827,827
ENSG00000157833,196
ENSG00000157837,4739
ENSG00000157851,0
ENSG00000157856,147
ENSG00000157869,522
ENSG00000157870,2308
ENSG00000157873,702
ENSG00000157881,380
ENSG00000157884,1
ENSG00000157890,0
ENSG00000157895,1034
ENSG00000157911,1052
ENSG00000157916,6570
ENSG00000157927,107
ENSG00000157933,3324
ENSG00000157954,2902
ENSG00000157965,0
ENSG00000157978,1052
ENSG00000157985,2195
ENSG00000157992,1440
ENSG00000157999,18
ENSG00000158006,857
ENSG00000158008,35
ENSG00000158014,110
ENSG00000158019,1235
ENSG00000158022,0
ENSG00000158023,1359
ENSG00000158042,5232
ENSG00000158050,226
ENSG00000158055,213
ENSG00000158062,1027
ENSG00000158077,0
ENSG00000158079,412
ENSG00000158089,161
ENSG00000158092,805
ENSG00000158104,21
ENSG00000158106,1087
ENSG00000158109,1463
ENSG00000158113,107
ENSG00000158122,578
ENSG00000158125,69
ENSG00000158156,521
ENSG00000158158,700
ENSG00000158161,830
ENSG00000158163,137
ENSG00000158164,55
ENSG00000158169,477
ENSG00000158186,597
ENSG00000158195,2693
ENSG00000158201,1816
ENSG00000158220,9
ENSG00000158234,583
ENSG00000158246,347
ENSG00000158258,1860
ENSG00000158270,2155
ENSG00000158286,31
ENSG00000158290,3801
ENSG00000158292,404
ENSG00000158296,540
ENSG00000158301,273
ENSG00000158315,156
ENSG00000158321,13416
ENSG00000158352,423
ENSG00000158373,2900
ENSG00000158402,282
ENSG00000158406,56
ENSG00000158411,1169
ENSG00000158417,17441
ENSG00000158423,941
ENSG00000158427,1
ENSG00000158428,503
ENSG00000158435,3746
ENSG00000158445,40
ENSG00000158457,550
ENSG00000158458,17
ENSG00000158467,1369
ENSG00000158470,3493
ENSG00000158473,35
ENSG00000158477,0
ENSG00000158480,1319
ENSG00000158481,0
ENSG00000158482,0
ENSG00000158483,446
ENSG00000158485,0
ENSG00000158486,410
ENSG00000158488,17
ENSG00000158497,0
ENSG00000158516,4
ENSG00000158517,21
ENSG00000158525,0
ENSG00000158526,3973
ENSG00000158528,575
ENSG00000158545,1640
ENSG00000158552,489
ENSG00000158553,0
ENSG00000158555,645
ENSG00000158560,90
ENSG00000158571,174
ENSG00000158578,0
ENSG00000158604,8695
ENSG00000158615,4795
ENSG00000158623,1518
ENSG00000158636,1020
ENSG00000158639,0
ENSG00000158669,2039
ENSG00000158683,97
ENSG00000158691,571
ENSG00000158710,32769
ENSG00000158711,2667
ENSG00000158714,151
ENSG00000158715,263
ENSG00000158716,2306
ENSG00000158717,411
ENSG00000158731,0
ENSG00000158747,3790
ENSG00000158748,0
ENSG00000158764,0
ENSG00000158769,10398
ENSG00000158773,2705
ENSG00000158786,3
ENSG00000158792,523
ENSG00000158793,1846
ENSG00000158796,2872
ENSG00000158805,164
ENSG00000158806,0
ENSG00000158813,112
ENSG00000158815,0
ENSG00000158816,18
ENSG00000158825,136
ENSG00000158828,169
ENSG00000158850,2634
ENSG00000158856,705
ENSG00000158859,2674
ENSG00000158863,1211
ENSG00000158864,4993
ENSG00000158865,61
ENSG00000158869,1153
ENSG00000158874,0
ENSG00000158882,699
ENSG00000158887,55
ENSG00000158901,0
ENSG00000158941,3754
ENSG00000158955,0
ENSG00000158966,164
ENSG00000158985,3246
ENSG00000158987,785
ENSG00000159023,474
ENSG00000159055,2426
ENSG00000159063,3087
ENSG00000159069,1648
ENSG00000159079,3772
ENSG00000159082,650
ENSG00000159086,1079
ENSG00000159110,337
ENSG00000159111,1636
ENSG00000159128,8592
ENSG00000159131,1864
ENSG00000159140,13601
ENSG00000159147,1142
ENSG00000159164,152
ENSG00000159166,2163
ENSG00000159167,1966
ENSG00000159173,81
ENSG00000159176,15968
ENSG00000159182,2
ENSG00000159184,2048
ENSG00000159186,0
ENSG00000159189,858
ENSG00000159197,15
ENSG00000159199,2729
ENSG00000159200,2411
ENSG00000159202,3497
ENSG00000159208,531
ENSG00000159210,2650
ENSG00000159212,3109
ENSG00000159214,1075
ENSG00000159216,7286
ENSG00000159217,6
ENSG00000159224,12
ENSG00000159228,2122
ENSG00000159231,2260
ENSG00000159239,870
ENSG00000159247,88
ENSG00000159248,0
ENSG00000159251,0
ENSG00000159256,1492
ENSG00000159259,1418
ENSG00000159261,68
ENSG00000159263,134
ENSG00000159267,1254
ENSG00000159289,0
ENSG00000159307,54
ENSG00000159314,885
ENSG00000159322,2429
ENSG00000159335,37541
ENSG00000159337,38
ENSG00000159339,0
ENSG00000159346,15199
ENSG00000159348,4673
ENSG00000159352,11972
ENSG00000159363,1029
ENSG00000159374,46
ENSG00000159377,16425
ENSG00000159387,6
ENSG00000159388,3726
ENSG00000159398,0
ENSG00000159399,5862
ENSG00000159403,5995
ENSG00000159409,11
ENSG00000159423,1158
ENSG00000159433,105
ENSG00000159445,1395
ENSG00000159450,5
ENSG00000159455,0
ENSG00000159459,1292
ENSG00000159461,3114
ENSG00000159479,1797
ENSG00000159495,2
ENSG00000159496,22
ENSG00000159516,0
ENSG00000159527,0
ENSG00000159556,0
ENSG00000159579,2071
ENSG00000159588,85
ENSG00000159592,4666
ENSG00000159593,1557
ENSG00000159596,1661
ENSG00000159618,7
ENSG00000159625,139
ENSG00000159640,857
ENSG00000159648,0
ENSG00000159650,4
ENSG00000159658,6354
ENSG00000159674,1424
ENSG00000159685,212
ENSG00000159692,5460
ENSG00000159708,93
ENSG00000159712,0
ENSG00000159713,3577
ENSG00000159714,686
ENSG00000159720,2354
ENSG00000159723,0
ENSG00000159733,142
ENSG00000159753,14
ENSG00000159761,3
ENSG00000159763,22912
ENSG00000159784,47
ENSG00000159788,364
ENSG00000159792,719
ENSG00000159840,5771
ENSG00000159842,1047
ENSG00000159860,0
ENSG00000159871,150
ENSG00000159873,38
ENSG00000159882,332
ENSG00000159884,182
ENSG00000159885,107
ENSG00000159899,181
ENSG00000159904,0
ENSG00000159905,22
ENSG00000159915,107
ENSG00000159917,87
ENSG00000159921,586
ENSG00000159958,5
ENSG00000159961,0
ENSG00000160007,3235
ENSG00000160013,169
ENSG00000160014,6675
ENSG00000160049,1256
ENSG00000160050,285
ENSG00000160051,153
ENSG00000160055,307
ENSG00000160058,2583
ENSG00000160062,471
ENSG00000160072,260
ENSG00000160075,5521
ENSG00000160087,1472
ENSG00000160094,2962
ENSG00000160097,45
ENSG00000160111,170
ENSG00000160113,3524
ENSG00000160117,8
ENSG00000160124,1341
ENSG00000160131,3046
ENSG00000160145,369
ENSG00000160161,678
ENSG00000160172,262
ENSG00000160179,4520
ENSG00000160180,30810
ENSG00000160181,21
ENSG00000160182,7011
ENSG00000160183,713
ENSG00000160185,2
ENSG00000160188,1669
ENSG00000160190,1899
ENSG00000160191,243
ENSG00000160193,271
ENSG00000160194,3840
ENSG00000160199,930
ENSG00000160200,0
ENSG00000160201,2
ENSG00000160202,0
ENSG00000160207,52
ENSG00000160208,2497
ENSG00000160209,3246
ENSG00000160211,2579
ENSG00000160213,17755
ENSG00000160214,975
ENSG00000160216,2726
ENSG00000160218,370
ENSG00000160219,114
ENSG00000160221,38
ENSG00000160223,3
ENSG00000160224,0
ENSG00000160226,475
ENSG00000160229,101
ENSG00000160233,153
ENSG00000160255,840
ENSG00000160256,285
ENSG00000160271,1369
ENSG00000160282,4
ENSG00000160284,286
ENSG00000160285,945
ENSG00000160293,897
ENSG00000160294,1823
ENSG00000160298,443
ENSG00000160299,1113
ENSG00000160305,2164
ENSG00000160307,0
ENSG00000160310,2671
ENSG00000160318,7
ENSG00000160321,36
ENSG00000160323,45
ENSG00000160325,1503
ENSG00000160326,231
ENSG00000160336,666
ENSG00000160339,15
ENSG00000160345,1017
ENSG00000160349,28
ENSG00000160352,520
ENSG00000160360,349
ENSG00000160392,896
ENSG00000160396,6
ENSG00000160401,173
ENSG00000160404,771
ENSG00000160408,1374
ENSG00000160410,1421
ENSG00000160439,512
ENSG00000160445,2651
ENSG00000160446,2139
ENSG00000160447,281
ENSG00000160460,15
ENSG00000160469,70
ENSG00000160471,9
ENSG00000160472,42
ENSG00000160505,0
ENSG00000160539,129
ENSG00000160551,2878
ENSG00000160563,870
ENSG00000160570,1556
ENSG00000160584,1091
ENSG00000160588,1533
ENSG00000160593,21
ENSG00000160602,260
ENSG00000160606,1388
ENSG00000160613,410
ENSG00000160633,3039
ENSG00000160654,18
ENSG00000160678,9124
ENSG00000160679,4246
ENSG00000160683,0
ENSG00000160685,4402
ENSG00000160688,2736
ENSG00000160691,5255
ENSG00000160695,1472
ENSG00000160703,403
ENSG00000160710,13169
ENSG00000160712,167
ENSG00000160714,6685
ENSG00000160716,6
ENSG00000160741,1881
ENSG00000160746,1822
ENSG00000160752,1669
ENSG00000160753,3751
ENSG00000160766,89
ENSG00000160767,1742
ENSG00000160781,62
ENSG00000160783,1725
ENSG00000160785,2147
ENSG00000160789,11792
ENSG00000160791,83
ENSG00000160796,1129
ENSG00000160799,1923
ENSG00000160801,145
ENSG00000160803,1697
ENSG00000160808,23
ENSG00000160813,2275
ENSG00000160818,987
ENSG00000160838,227
ENSG00000160856,2
ENSG00000160862,84568
ENSG00000160867,2174
ENSG00000160868,0
ENSG00000160870,0
ENSG00000160877,5513
ENSG00000160882,0
ENSG00000160883,59
ENSG00000160886,27
ENSG00000160888,3183
ENSG00000160908,951
ENSG00000160917,869
ENSG00000160932,8688
ENSG00000160948,3283
ENSG00000160949,380
ENSG00000160951,8
ENSG00000160953,1126
ENSG00000160957,878
ENSG00000160959,787
ENSG00000160961,227
ENSG00000160963,3
ENSG00000160972,814
ENSG00000160973,0
ENSG00000160991,2422
ENSG00000160993,725
ENSG00000160994,0
ENSG00000160999,217
ENSG00000161010,301
ENSG00000161011,6334
ENSG00000161013,1800
ENSG00000161016,43125
ENSG00000161021,2418
ENSG00000161031,14
ENSG00000161036,1036
ENSG00000161040,25
ENSG00000161048,813
ENSG00000161055,66
ENSG00000161057,7147
ENSG00000161082,10
ENSG00000161091,1170
ENSG00000161103,0
ENSG00000161132,7
ENSG00000161133,0
ENSG00000161149,61
ENSG00000161179,1797
ENSG00000161180,3
ENSG00000161202,5364
ENSG00000161203,12811
ENSG00000161204,1639
ENSG00000161217,2199
ENSG00000161243,209
ENSG00000161249,291
ENSG00000161265,181
ENSG00000161267,702
ENSG00000161270,1
ENSG00000161277,404
ENSG00000161281,423
ENSG00000161298,188
ENSG00000161328,342
ENSG00000161381,1463
ENSG00000161395,1527
ENSG00000161405,149
ENSG00000161509,14
ENSG00000161513,265
ENSG00000161526,1695
ENSG00000161533,3080
ENSG00000161542,1637
ENSG00000161544,1579
ENSG00000161547,7528
ENSG00000161551,610
ENSG00000161558,186
ENSG00000161594,0
ENSG00000161609,11
ENSG00000161610,0
ENSG00000161618,729
ENSG00000161634,138
ENSG00000161638,5279
ENSG00000161640,0
ENSG00000161642,10014
ENSG00000161643,2
ENSG00000161647,199
ENSG00000161649,0
ENSG00000161652,0
ENSG00000161653,66
ENSG00000161654,409
ENSG00000161664,34
ENSG00000161671,5602
ENSG00000161677,390
ENSG00000161681,47
ENSG00000161682,70
ENSG00000161692,250
ENSG00000161714,466
ENSG00000161791,1950
ENSG00000161798,203
ENSG00000161800,2134
ENSG00000161807,0
ENSG00000161813,3787
ENSG00000161835,219
ENSG00000161847,254
ENSG00000161849,0
ENSG00000161850,1
ENSG00000161860,91
ENSG00000161888,672
ENSG00000161896,31
ENSG00000161904,1965
ENSG00000161905,37
ENSG00000161911,14
ENSG00000161912,51
ENSG00000161914,166
ENSG00000161920,971
ENSG00000161921,3107
ENSG00000161929,26
ENSG00000161939,4
ENSG00000161940,1117
ENSG00000161944,10
ENSG00000161955,213
ENSG00000161956,552
ENSG00000161958,0
ENSG00000161960,52
ENSG00000161970,15870
ENSG00000161973,0
ENSG00000161980,2570
ENSG00000161981,3674
ENSG00000161992,2
ENSG00000161996,1440
ENSG00000161999,4840
ENSG00000162004,1586
ENSG00000162006,36
ENSG00000162009,0
ENSG00000162032,24
ENSG00000162039,7
ENSG00000162040,23
ENSG00000162062,583
ENSG00000162063,1374
ENSG00000162065,2471
ENSG00000162066,482
ENSG00000162068,0
ENSG00000162069,1206
ENSG00000162073,2865
ENSG00000162076,4044
ENSG00000162078,8087
ENSG00000162086,3768
ENSG00000162104,2354
ENSG00000162105,1034
ENSG00000162129,479
ENSG00000162139,592
ENSG00000162144,439
ENSG00000162148,232
ENSG00000162174,2891
ENSG00000162188,31
ENSG00000162191,2862
ENSG00000162194,71
ENSG00000162222,1120
ENSG00000162227,432
ENSG00000162231,2442
ENSG00000162236,1997
ENSG00000162241,720
ENSG00000162244,32992
ENSG00000162267,23
ENSG00000162298,4785
ENSG00000162300,162
ENSG00000162302,742
ENSG00000162337,1282
ENSG00000162341,315
ENSG00000162344,0
ENSG00000162365,18
ENSG00000162366,2108
ENSG00000162367,39
ENSG00000162368,5384
ENSG00000162373,70
ENSG00000162374,2
ENSG00000162377,846
ENSG00000162378,1091
ENSG00000162383,43
ENSG00000162384,1942
ENSG00000162385,1439
ENSG00000162390,11
ENSG00000162391,0
ENSG00000162396,281
ENSG00000162398,0
ENSG00000162399,3
ENSG00000162402,2020
ENSG00000162407,764
ENSG00000162408,553
ENSG00000162409,473
ENSG00000162413,401
ENSG00000162415,165
ENSG00000162419,581
ENSG00000162426,61
ENSG00000162430,4095
ENSG00000162433,1108
ENSG00000162434,6200
ENSG00000162437,296
ENSG00000162438,1
ENSG00000162441,910
ENSG00000162444,222
ENSG00000162456,39
ENSG00000162458,3851
ENSG00000162460,9
ENSG00000162461,23
ENSG00000162482,715
ENSG00000162490,5
ENSG00000162493,832
ENSG00000162494,0
ENSG00000162496,1929
ENSG00000162510,0
ENSG00000162511,4355
ENSG00000162512,1923
ENSG00000162517,3395
ENSG00000162520,47
ENSG00000162521,9168
ENSG00000162522,5232
ENSG00000162526,0
ENSG00000162542,1532
ENSG00000162543,681
ENSG00000162545,4722
ENSG00000162551,226
ENSG00000162552,380
ENSG00000162571,35
ENSG00000162572,92
ENSG00000162576,6621
ENSG00000162585,1417
ENSG00000162591,251
ENSG00000162592,0
ENSG00000162594,0
ENSG00000162595,36
ENSG00000162598,40
ENSG00000162599,8031
ENSG00000162600,880
ENSG00000162601,576
ENSG00000162604,442
ENSG00000162607,1324
ENSG00000162613,3654
ENSG00000162614,570
ENSG00000162616,564
ENSG00000162618,1660
ENSG00000162620,44
ENSG00000162621,0
ENSG00000162623,740
ENSG00000162624,3
ENSG00000162627,316
ENSG00000162630,13
ENSG00000162631,167
ENSG00000162636,1012
ENSG00000162639,332
ENSG00000162641,26
ENSG00000162642,619
ENSG00000162643,15
ENSG00000162645,1712
ENSG00000162650,142
ENSG00000162654,474
ENSG00000162664,1140
ENSG00000162669,4
ENSG00000162670,4930
ENSG00000162676,2
ENSG00000162685,0
ENSG00000162687,5
ENSG00000162688,7670
ENSG00000162692,795
ENSG00000162694,474
ENSG00000162695,2339
ENSG00000162699,0
ENSG00000162702,2228
ENSG00000162704,13636
ENSG00000162706,7
ENSG00000162711,58
ENSG00000162714,1075
ENSG00000162722,55
ENSG00000162723,36
ENSG00000162727,0
ENSG00000162728,7
ENSG00000162729,3566
ENSG00000162733,1595
ENSG00000162734,19798
ENSG00000162735,4262
ENSG00000162736,9649
ENSG00000162738,3670
ENSG00000162739,34
ENSG00000162745,6190
ENSG00000162746,17
ENSG00000162747,3
ENSG00000162753,0
ENSG00000162755,1091
ENSG00000162757,504
ENSG00000162761,75
ENSG00000162763,40
ENSG00000162769,1834
ENSG00000162771,0
ENSG00000162772,677
ENSG00000162775,733
ENSG00000162777,1178
ENSG00000162779,28
ENSG00000162782,115
ENSG00000162783,1953
ENSG00000162804,952
ENSG00000162813,2027
ENSG00000162814,1068
ENSG00000162817,2596
ENSG00000162819,3977
ENSG00000162825,75
ENSG00000162836,968
ENSG00000162840,0
ENSG00000162843,0
ENSG00000162849,1681
ENSG00000162851,725
ENSG00000162852,1143
ENSG00000162869,1043
ENSG00000162873,250
ENSG00000162877,0
ENSG00000162878,162
ENSG00000162881,162
ENSG00000162882,542
ENSG00000162885,165
ENSG00000162888,2
ENSG00000162889,6783
ENSG00000162891,21
ENSG00000162892,81
ENSG00000162894,178
ENSG00000162896,24592
ENSG00000162897,0
ENSG00000162909,9956
ENSG00000162910,2937
ENSG00000162913,37
ENSG00000162923,8001
ENSG00000162924,288
ENSG00000162927,298
ENSG00000162928,3851
ENSG00000162929,591
ENSG00000162931,60
ENSG00000162944,332
ENSG00000162946,178
ENSG00000162947,0
ENSG00000162949,510
ENSG00000162951,0
ENSG00000162959,238
ENSG00000162961,4121
ENSG00000162971,446
ENSG00000162972,998
ENSG00000162975,267
ENSG00000162976,1854
ENSG00000162980,1733
ENSG00000162981,306
ENSG00000162989,42
ENSG00000162992,0
ENSG00000162994,115
ENSG00000162997,82
ENSG00000162998,606
ENSG00000162999,252
ENSG00000163001,4090
ENSG00000163002,869
ENSG00000163006,324
ENSG00000163009,13
ENSG00000163012,0
ENSG00000163013,233
